ArrivalDate,ArrivalWeekNumber,AssignedRoom,AverageDailyRate,BookingChanges,BookingCompany,BookingDistributionChannel,BookingMeal,BookingParking,CheckoutDate,Country,CustomerType,DaysInWaitingList,DepositType,LeadTime,MarketSegment,NumberOfAdult,NumberOfBabies,NumberOfChildren,RepeatedGuest,ReservedRoom,StaysInWeekendNights,StaysInWeekNights,TotalOfSpecialRequests,TravelAgent
2016-December-16,51,E               ,79,0,       NULL,Direct,BB       ,0,2016-12-17,PRT,Transient,0,No Deposit     ,1,Direct,2,0,0,0,E               ,0,1,1,       NULL
2016-December-15,51,E               ,55.8,0,       NULL,TA/TO,BB       ,0,2016-12-18,ZAF,Transient,0,No Deposit     ,87,Online TA,2,0,0,0,E               ,0,3,1,        240
2016-December-16,51,D               ,43,0,       NULL,TA/TO,BB       ,1,2016-12-18,ESP,Transient,0,No Deposit     ,29,Online TA,1,0,0,0,A               ,0,2,0,        240
2016-December-15,51,D               ,29,0,       NULL,TA/TO,BB       ,0,2016-12-18,FRA,Transient,0,No Deposit     ,86,Offline TA/TO,2,0,0,0,A               ,0,3,0,          6
2016-December-17,51,A               ,39,0,       NULL,Direct,BB       ,0,2016-12-18,PRT,Transient-Party,0,No Deposit     ,1,Direct,1,0,0,0,A               ,0,1,0,       NULL
2016-December-17,51,A               ,39,0,       NULL,Direct,BB       ,0,2016-12-18,PRT,Transient-Party,0,No Deposit     ,1,Direct,1,0,0,0,A               ,0,1,0,       NULL
2016-December-17,51,A               ,39,0,       NULL,Direct,BB       ,0,2016-12-18,PRT,Transient-Party,0,No Deposit     ,1,Direct,1,0,0,0,A               ,0,1,0,       NULL
2016-December-17,51,A               ,39,0,       NULL,Direct,BB       ,0,2016-12-18,PRT,Transient-Party,0,No Deposit     ,1,Direct,1,0,0,0,A               ,0,1,0,       NULL
2016-December-16,51,G               ,81,1,        496,Corporate,BB       ,1,2016-12-18,ESP,Transient,0,No Deposit     ,1,Corporate,2,1,0,0,G               ,0,2,2,       NULL
2016-December-15,51,D               ,38.81,0,       NULL,TA/TO,BB       ,0,2016-12-18,IRL,Transient,0,No Deposit     ,50,Online TA,2,0,0,0,D               ,0,3,1,        241
2016-December-16,51,A               ,45.6,0,       NULL,TA/TO,BB       ,0,2016-12-18,PRT,Transient,0,No Deposit     ,0,Online TA,2,0,0,0,A               ,0,2,1,        242
2016-December-17,51,D               ,37.8,0,       NULL,TA/TO,BB       ,0,2016-12-18,PRT,Transient,0,No Deposit     ,162,Online TA,2,0,0,0,A               ,0,1,2,        240
2016-December-17,51,A               ,39,0,       NULL,Direct,BB       ,0,2016-12-18,PRT,Transient-Party,0,No Deposit     ,3,Direct,2,0,0,0,A               ,0,1,1,       NULL
2016-December-17,51,E               ,63,0,       NULL,TA/TO,BB       ,0,2016-12-18,ITA,Transient,0,No Deposit     ,9,Online TA,2,0,0,0,E               ,0,1,2,        240
2016-December-16,51,D               ,49,0,       NULL,TA/TO,BB       ,1,2016-12-18,ESP,Transient,0,No Deposit     ,30,Online TA,1,0,0,0,A               ,0,2,1,        240
2016-December-17,51,D               ,84,0,       NULL,TA/TO,HB       ,1,2016-12-18,ESP,Transient,0,No Deposit     ,1,Online TA,2,0,1,0,A               ,0,1,1,        240
2016-December-17,51,G               ,136,0,       NULL,TA/TO,HB       ,0,2016-12-18,ESP,Transient,0,No Deposit     ,1,Online TA,2,0,1,0,G               ,0,1,1,        240
2016-December-17,51,A               ,39,0,       NULL,Direct,BB       ,0,2016-12-18,PRT,Transient-Party,0,No Deposit     ,3,Direct,2,0,0,0,A               ,0,1,1,       NULL
2016-December-17,51,A               ,39,1,       NULL,Direct,BB       ,1,2016-12-18,NLD,Transient,0,No Deposit     ,1,Direct,1,0,0,0,A               ,0,1,1,       NULL
2016-December-17,51,A               ,39,0,       NULL,Direct,BB       ,0,2016-12-18,PRT,Transient-Party,0,No Deposit     ,3,Direct,2,0,0,0,A               ,0,1,1,       NULL
2016-December-17,51,A               ,39,0,       NULL,Direct,BB       ,0,2016-12-18,PRT,Transient-Party,0,No Deposit     ,3,Direct,2,0,0,0,A               ,0,1,1,       NULL
2016-December-16,51,D               ,43.8,1,       NULL,Direct,BB       ,1,2016-12-18,PRT,Transient,0,No Deposit     ,98,Direct,2,1,0,0,A               ,0,2,0,        250
2016-December-17,51,A               ,34,0,       NULL,TA/TO,BB       ,0,2016-12-18,ESP,Transient,0,No Deposit     ,4,Offline TA/TO,2,0,0,0,A               ,0,1,0,          6
2016-December-17,51,G               ,119,1,       NULL,Direct,HB       ,1,2016-12-18,ESP,Transient,0,No Deposit     ,19,Direct,2,0,0,0,G               ,0,1,0,        250
2016-December-17,51,F               ,99,4,       NULL,Direct,HB       ,1,2016-12-18,ESP,Transient-Party,0,No Deposit     ,19,Direct,2,0,0,0,F               ,0,1,0,        250
2016-December-17,51,F               ,99,4,       NULL,Direct,HB       ,0,2016-12-18,ESP,Transient-Party,0,No Deposit     ,19,Direct,2,0,0,0,F               ,0,1,0,        250
2016-December-16,51,D               ,59,1,       NULL,TA/TO,BB       ,1,2016-12-18,ESP,Transient,0,No Deposit     ,30,Online TA,1,0,0,0,A               ,0,2,1,        240
2016-December-16,51,D               ,54,1,       NULL,TA/TO,BB       ,1,2016-12-18,ESP,Transient,0,No Deposit     ,28,Online TA,2,0,1,0,A               ,0,2,1,        240
2016-December-16,51,D               ,54,0,       NULL,TA/TO,BB       ,1,2016-12-18,ESP,Transient,0,No Deposit     ,25,Online TA,2,0,0,0,A               ,0,2,2,        240
2016-December-15,51,E               ,52,0,       NULL,TA/TO,BB       ,1,2016-12-18,GBR,Transient,0,No Deposit     ,31,Offline TA/TO,2,0,0,0,E               ,0,3,0,         26
2016-December-16,51,D               ,48,0,       NULL,TA/TO,BB       ,0,2016-12-18,ESP,Transient-Party,0,No Deposit     ,6,Online TA,2,0,0,0,A               ,0,2,1,        240
2016-December-16,51,D               ,62,0,       NULL,TA/TO,BB       ,1,2016-12-18,ESP,Transient-Party,0,No Deposit     ,4,Online TA,2,0,0,0,D               ,0,2,1,        240
2016-December-15,51,D               ,54,0,       NULL,TA/TO,BB       ,1,2016-12-18,SVK,Transient,0,No Deposit     ,8,Online TA,2,0,0,0,A               ,0,3,1,        240
2016-December-17,51,A               ,35.11,0,       NULL,TA/TO,BB       ,0,2016-12-18,PRT,Transient,0,No Deposit     ,4,Online TA,2,0,0,0,A               ,0,1,1,        241
2016-December-16,51,A               ,48,0,       NULL,TA/TO,BB       ,0,2016-12-18,PRT,Transient,0,No Deposit     ,1,Online TA,2,0,0,0,A               ,0,2,1,        240
2016-December-17,51,D               ,66,0,       NULL,TA/TO,BB       ,0,2016-12-18,PRT,Transient-Party,0,No Deposit     ,46,Online TA,2,0,0,0,D               ,0,1,0,        240
2016-December-16,51,D               ,6,0,       NULL,Direct,BB       ,1,2016-12-18,PRT,Transient,0,No Deposit     ,11,Complementary,2,0,0,0,A               ,0,2,0,       NULL
2016-December-14,51,D               ,49.5,0,       NULL,TA/TO,BB       ,0,2016-12-18,GBR,Transient,0,No Deposit     ,52,Online TA,2,0,0,0,A               ,0,4,2,        240
2016-December-17,51,D               ,66,0,       NULL,TA/TO,BB       ,0,2016-12-18,PRT,Transient-Party,0,No Deposit     ,46,Online TA,2,0,0,0,D               ,0,1,0,        240
2016-December-17,51,F               ,70,0,       NULL,Direct,HB       ,0,2016-12-18,PRT,Transient,0,No Deposit     ,18,Direct,2,0,0,0,D               ,0,1,2,       NULL
2016-December-15,51,A               ,38.4,0,       NULL,TA/TO,BB       ,0,2016-12-18,GBR,Transient,0,No Deposit     ,10,Online TA,2,0,0,0,A               ,0,3,0,        314
2016-December-18,52,I               ,35.11,0,       NULL,TA/TO,BB       ,0,2016-12-19,USA,Transient,0,No Deposit     ,5,Online TA,2,0,0,0,A               ,1,0,1,        241
2016-December-18,52,I               ,41.11,0,       NULL,TA/TO,BB       ,1,2016-12-19,PRT,Transient,0,No Deposit     ,5,Online TA,2,0,0,0,A               ,1,0,1,        241
2016-December-16,51,D               ,48,0,       NULL,TA/TO,BB       ,0,2016-12-19,GBR,Transient,0,No Deposit     ,22,Online TA,2,0,0,0,A               ,1,2,1,        240
2016-December-17,51,A               ,48,0,       NULL,TA/TO,BB       ,0,2016-12-19,PRT,Transient,0,No Deposit     ,2,Online TA,2,0,0,0,A               ,1,1,1,        242
2016-December-15,51,A               ,48,0,       NULL,TA/TO,BB       ,0,2016-12-19,GBR,Transient,0,No Deposit     ,24,Online TA,2,0,0,0,A               ,1,3,2,        240
2016-December-14,51,A               ,84,0,       NULL,TA/TO,HB       ,1,2016-12-19,ITA,Transient,0,No Deposit     ,1,Online TA,2,0,0,0,A               ,1,4,0,        240
2016-December-17,51,A               ,44,0,       NULL,Direct,BB       ,0,2016-12-19,PRT,Transient,0,No Deposit     ,0,Direct,2,0,0,0,A               ,1,1,0,       NULL
2016-December-17,51,D               ,54,0,       NULL,TA/TO,BB       ,1,2016-12-19,CHE,Transient,0,No Deposit     ,28,Online TA,2,0,0,0,A               ,1,1,0,        240
2016-December-16,51,D               ,70,0,       NULL,TA/TO,BB       ,1,2016-12-19,PRT,Transient-Party,0,No Deposit     ,68,Online TA,2,0,0,0,D               ,1,2,0,        240
2016-December-16,51,D               ,62,0,       NULL,TA/TO,BB       ,0,2016-12-19,GBR,Transient-Party,0,No Deposit     ,68,Online TA,2,0,0,0,D               ,1,2,0,        240
2016-December-17,51,A               ,53.86,0,       NULL,TA/TO,BB       ,1,2016-12-19,PRT,Transient,0,No Deposit     ,8,Online TA,2,0,1,0,A               ,1,1,1,        241
2016-December-16,51,E               ,49.66,0,       NULL,TA/TO,BB       ,1,2016-12-19,HRV,Transient,0,No Deposit     ,9,Online TA,2,0,0,0,E               ,1,2,1,        241
2016-December-17,51,A               ,48,0,       NULL,TA/TO,BB       ,0,2016-12-19,PRT,Transient,0,No Deposit     ,42,Online TA,2,0,0,0,A               ,1,1,1,        240
2016-December-18,52,E               ,69,0,       NULL,TA/TO,BB       ,1,2016-12-19,PRT,Transient,0,No Deposit     ,3,Online TA,2,0,0,0,E               ,1,0,1,        240
2016-December-18,52,H               ,88,0,       NULL,Direct,BB       ,0,2016-12-19,PRT,Transient,0,No Deposit     ,29,Direct,2,0,3,0,H               ,1,0,0,        250
2016-December-19,52,I               ,0,0,       NULL,TA/TO,BB       ,0,2016-12-19,PRT,Group,0,No Deposit     ,0,Offline TA/TO,1,0,0,1,A               ,0,0,1,        115
2016-December-18,52,E               ,63,0,       NULL,TA/TO,BB       ,0,2016-12-19,PRT,Transient,0,No Deposit     ,9,Online TA,2,0,0,0,E               ,1,0,1,        240
2016-December-19,52,I               ,0,1,       NULL,TA/TO,HB       ,0,2016-12-19,PRT,Transient,0,No Deposit     ,13,Offline TA/TO,1,0,0,0,A               ,0,0,0,          6
2016-December-17,51,E               ,63,0,       NULL,TA/TO,BB       ,0,2016-12-20,FRA,Transient,0,No Deposit     ,52,Online TA,2,0,0,0,E               ,2,1,1,        240
2016-December-19,52,A               ,39,0,       NULL,Direct,BB       ,1,2016-12-20,PRT,Transient,0,No Deposit     ,5,Direct,1,0,0,0,A               ,1,0,0,       NULL
2016-December-19,52,D               ,48,0,       NULL,TA/TO,BB       ,0,2016-12-20,PRT,Transient,0,No Deposit     ,0,Online TA,2,0,0,0,A               ,1,0,1,        240
2016-December-18,52,D               ,62,0,       NULL,TA/TO,BB       ,1,2016-12-20,FRA,Transient,0,No Deposit     ,9,Online TA,2,0,0,0,D               ,2,0,1,        240
2016-December-19,52,A               ,43,0,       NULL,TA/TO,BB       ,0,2016-12-20,PRT,Transient,0,No Deposit     ,3,Online TA,1,0,0,0,A               ,1,0,2,        240
2016-December-19,52,A               ,39,0,        421,Direct,BB       ,0,2016-12-20,PRT,Transient,0,No Deposit     ,0,Direct,1,0,0,0,A               ,1,0,0,       NULL
2016-December-19,52,A               ,50,0,       NULL,Direct,BB       ,1,2016-12-20,PRT,Transient,0,No Deposit     ,0,Direct,2,0,0,0,A               ,1,0,1,        250
2016-December-17,51,D               ,50,1,       NULL,Direct,BB       ,1,2016-12-20,FRA,Transient,0,No Deposit     ,0,Direct,2,0,0,0,A               ,2,1,0,       NULL
2016-December-19,52,D               ,43,0,       NULL,TA/TO,BB       ,0,2016-12-20,PRT,Transient,0,No Deposit     ,1,Online TA,1,0,0,0,A               ,1,0,3,        240
2016-December-29,53,A               ,75,0,       NULL,TA/TO,BB       ,0,2016-12-31,PRT,Transient-Party,0,No Deposit     ,2,Direct,1,0,0,1,A               ,0,2,3,        250
2016-December-17,51,G               ,88.22,0,       NULL,TA/TO,HB       ,0,2016-12-20,GBR,Transient,0,No Deposit     ,65,Online TA,3,0,0,0,G               ,2,1,1,        241
2016-December-19,52,C               ,89.4,1,       NULL,TA/TO,HB       ,0,2016-12-20,PRT,Transient,0,No Deposit     ,8,Online TA,2,0,2,0,C               ,1,0,1,        314
2016-December-19,52,D               ,48,0,       NULL,TA/TO,BB       ,0,2016-12-20,PRT,Transient,0,No Deposit     ,1,Online TA,2,0,0,0,A               ,1,0,1,        240
2016-December-10,50,D               ,61.2,0,       NULL,TA/TO,HB       ,0,2016-12-20,GBR,Transient,0,No Deposit     ,103,Offline TA/TO,2,0,0,0,D               ,4,6,0,        436
2016-December-18,52,H               ,99,0,       NULL,TA/TO,BB       ,1,2016-12-20,FRA,Transient,0,No Deposit     ,0,Online TA,3,0,1,0,H               ,2,0,0,        240
2016-December-18,52,A               ,45,0,       NULL,Direct,BB       ,1,2016-12-20,PRT,Transient,0,No Deposit     ,0,Direct,1,0,0,0,A               ,2,0,0,        250
2016-December-15,51,D               ,57.93,0,       NULL,TA/TO,HB       ,1,2016-12-20,FRA,Transient,0,No Deposit     ,60,Online TA,2,0,0,0,D               ,2,3,2,        241
2016-December-19,52,E               ,59,0,       NULL,Direct,BB       ,1,2016-12-20,PRT,Transient,0,No Deposit     ,1,Direct,2,0,0,0,E               ,1,0,1,       NULL
2016-December-16,51,A               ,30.24,0,       NULL,TA/TO,BB       ,0,2016-12-20,GBR,Transient,0,No Deposit     ,77,Online TA,2,0,0,0,A               ,2,2,0,        314
2016-December-16,51,A               ,70.8,1,       NULL,TA/TO,HB       ,1,2016-12-21,ESP,Transient,0,No Deposit     ,79,Online TA,2,0,0,0,A               ,2,3,1,        240
2016-December-20,52,A               ,43,0,       NULL,TA/TO,BB       ,0,2016-12-21,ESP,Transient-Party,0,No Deposit     ,7,Online TA,1,0,0,0,A               ,0,1,1,        240
2016-December-20,52,A               ,49,0,       NULL,TA/TO,BB       ,1,2016-12-21,ESP,Transient-Party,0,No Deposit     ,7,Online TA,1,0,0,0,A               ,0,1,1,        240
2016-December-18,52,A               ,50,0,       NULL,Direct,BB       ,1,2016-12-21,PRT,Transient,0,No Deposit     ,0,Direct,2,0,0,0,A               ,2,1,0,       NULL
2016-December-19,52,A               ,30,0,       NULL,TA/TO,BB       ,0,2016-12-21,USA,Transient,0,No Deposit     ,35,Offline TA/TO,1,0,0,0,A               ,1,1,0,          6
2016-December-20,52,D               ,30,0,        291,Corporate,BB       ,1,2016-12-21,PRT,Transient,0,No Deposit     ,1,Corporate,1,0,0,0,A               ,0,1,0,       NULL
2016-December-20,52,G               ,0,0,       NULL,Direct,BB       ,1,2016-12-21,BRA,Transient,0,No Deposit     ,99,Complementary,2,0,2,0,G               ,0,1,0,       NULL
2016-December-20,52,A               ,43,0,       NULL,TA/TO,BB       ,0,2016-12-21,ESP,Transient-Party,0,No Deposit     ,7,Online TA,1,0,0,0,A               ,0,1,1,        240
2016-December-20,52,D               ,62,0,       NULL,TA/TO,BB       ,1,2016-12-21,PRT,Transient,0,No Deposit     ,0,Online TA,1,0,0,0,D               ,0,1,0,        240
2016-December-16,51,D               ,31.8,0,       NULL,TA/TO,BB       ,0,2016-12-21,IRL,Transient,0,No Deposit     ,8,Online TA,1,0,0,0,A               ,2,3,1,        241
2016-December-20,52,G               ,90,0,       NULL,Direct,BB       ,1,2016-12-21,USA,Transient,0,No Deposit     ,0,Direct,2,0,0,0,A               ,0,1,0,       NULL
2016-December-16,51,A               ,31.41,0,       NULL,TA/TO,BB       ,0,2016-12-21,GBR,Transient,0,No Deposit     ,15,Online TA,1,0,0,0,A               ,2,3,1,        241
2016-December-17,51,A               ,27.6,0,       NULL,TA/TO,BB       ,0,2016-12-21,PRT,Transient,0,No Deposit     ,1,Online TA,2,0,0,0,A               ,2,2,0,        306
2016-December-20,52,A               ,44,1,       NULL,Direct,BB       ,0,2016-12-21,PRT,Transient,0,No Deposit     ,0,Direct,2,0,0,0,E               ,0,1,1,       NULL
2016-December-20,52,A               ,68,2,         59,Corporate,FB       ,0,2016-12-22,MAR,Transient,0,No Deposit     ,0,Corporate,1,0,0,0,A               ,0,2,0,       NULL
2016-December-16,51,D               ,48.8,0,       NULL,TA/TO,BB       ,0,2016-12-22,IRL,Transient,0,No Deposit     ,109,Online TA,2,0,0,0,D               ,2,4,1,        240
2016-December-21,52,D               ,43,0,        146,TA/TO,BB       ,0,2016-12-22,PRT,Transient,0,No Deposit     ,5,Online TA,1,0,0,0,A               ,0,1,0,        184
2016-December-17,51,E               ,86.7,1,       NULL,Direct,HB       ,0,2016-12-22,GBR,Transient,0,No Deposit     ,49,Direct,2,0,0,0,E               ,2,3,0,        250
2016-December-17,51,A               ,29.11,0,       NULL,TA/TO,BB       ,0,2016-12-22,FRA,Transient,0,No Deposit     ,117,Online TA,2,0,0,0,A               ,2,3,1,        241
2016-December-20,52,A               ,48,0,       NULL,TA/TO,BB       ,0,2016-12-22,PRT,Transient,0,No Deposit     ,6,Online TA,2,0,0,0,A               ,0,2,1,        240
2016-December-21,52,E               ,59,0,       NULL,Direct,BB       ,0,2016-12-22,ITA,Transient,0,No Deposit     ,0,Direct,2,0,0,0,E               ,0,1,1,       NULL
2016-December-21,52,D               ,39,0,       NULL,Direct,BB       ,0,2016-12-22,PRT,Transient,0,No Deposit     ,0,Direct,2,0,0,0,A               ,0,1,0,       NULL
2016-December-19,52,D               ,48,0,       NULL,TA/TO,BB       ,0,2016-12-22,ESP,Transient,0,No Deposit     ,35,Online TA,2,0,0,0,A               ,1,2,1,        240
2016-December-15,51,A               ,66,0,       NULL,TA/TO,Undefined,0,2016-12-22,FRA,Transient,0,No Deposit     ,0,Offline TA/TO,2,0,0,0,A               ,2,5,0,        464
2016-December-21,52,D               ,39,0,        331,Corporate,BB       ,0,2016-12-22,PRT,Transient,0,No Deposit     ,9,Corporate,1,0,0,0,A               ,0,1,0,       NULL
2016-December-8,50,C               ,66,2,       NULL,TA/TO,Undefined,0,2016-12-22,FRA,Transient,0,No Deposit     ,17,Offline TA/TO,2,0,0,0,A               ,4,10,0,        464
2016-December-21,52,D               ,50,0,       NULL,TA/TO,BB       ,0,2016-12-22,IRL,Transient,0,No Deposit     ,66,Online TA,2,0,0,0,A               ,0,1,2,        240
2016-December-20,52,D               ,27,0,        154,Corporate,BB       ,0,2016-12-22,PRT,Transient,0,No Deposit     ,15,Corporate,1,0,0,0,A               ,0,2,0,       NULL
2016-December-20,52,H               ,93,0,       NULL,TA/TO,BB       ,0,2016-12-22,PRT,Transient,0,No Deposit     ,58,Online TA,3,0,1,0,H               ,0,2,0,        240
2016-December-15,51,I               ,49.8,0,       NULL,TA/TO,BB       ,0,2016-12-22,CN,Transient,0,No Deposit     ,150,Online TA,2,0,0,0,A               ,2,5,2,        240
2016-December-22,52,D               ,47.8,0,       NULL,TA/TO,BB       ,0,2016-12-29,CN,Transient,0,No Deposit     ,154,Online TA,2,0,0,0,A               ,2,5,2,        240
2016-December-29,53,D               ,75,0,       NULL,TA/TO,BB       ,0,2016-12-30,CN,Transient,0,No Deposit     ,2,Direct,2,0,0,1,D               ,0,1,2,       NULL
2016-December-19,52,A               ,84,0,       NULL,TA/TO,HB       ,1,2016-12-22,PRT,Transient,0,No Deposit     ,1,Online TA,2,0,0,0,A               ,1,2,1,        240
2016-December-21,52,D               ,48,0,       NULL,TA/TO,BB       ,0,2016-12-22,DEU,Transient,0,No Deposit     ,15,Online TA,2,0,0,0,A               ,0,1,1,        240
2016-December-17,51,G               ,90,0,       NULL,TA/TO,BB       ,0,2016-12-22,GBR,Transient,0,No Deposit     ,20,Online TA,2,0,0,0,D               ,2,3,2,        240
2016-December-17,51,F               ,55.44,0,       NULL,Direct,BB       ,0,2016-12-22,GBR,Transient,0,No Deposit     ,23,Direct,2,0,0,0,F               ,2,3,0,        250
2016-December-21,52,A               ,30,0,         92,Corporate,BB       ,0,2016-12-22,PRT,Transient,0,No Deposit     ,2,Corporate,1,0,0,0,A               ,0,1,0,       NULL
2016-December-15,51,A               ,47,0,       NULL,TA/TO,Undefined,0,2016-12-22,FRA,Transient,0,No Deposit     ,0,Offline TA/TO,1,0,0,0,A               ,2,5,0,        464
2016-December-19,52,E               ,71,0,       NULL,TA/TO,BB       ,1,2016-12-22,GBR,Transient,0,No Deposit     ,17,Online TA,2,0,0,0,E               ,1,2,0,        240
2016-December-15,51,A               ,66,0,       NULL,TA/TO,Undefined,0,2016-12-22,FRA,Transient,0,No Deposit     ,24,Offline TA/TO,2,0,0,0,A               ,2,5,0,        464
2016-December-19,52,A               ,34.4,0,       NULL,TA/TO,BB       ,0,2016-12-22,PRT,Transient,0,No Deposit     ,7,Online TA,1,0,0,0,A               ,1,2,1,        468
2016-December-23,52,A               ,0,0,       NULL,TA/TO,BB       ,0,2016-12-23,PRT,Transient,0,No Deposit     ,2,Online TA,2,0,0,0,A               ,0,0,1,        240
2016-December-19,52,A               ,64.8,0,       NULL,TA/TO,HB       ,0,2016-12-23,NLD,Transient,0,No Deposit     ,90,Online TA,2,0,0,0,A               ,1,3,2,        240
2016-December-19,52,A               ,30.6,0,       NULL,TA/TO,BB       ,0,2016-12-23,CHN,Transient,0,No Deposit     ,55,Offline TA/TO,2,1,0,0,A               ,1,3,0,          6
2016-December-19,52,A               ,30,1,       NULL,TA/TO,BB       ,0,2016-12-23,PRT,Transient,0,No Deposit     ,3,Offline TA/TO,1,0,0,0,A               ,1,3,0,        171
2016-December-23,52,F               ,0,0,       NULL,TA/TO,BB       ,0,2016-12-23,PRT,Transient,0,No Deposit     ,103,Online TA,2,0,0,0,F               ,0,0,1,        241
2016-December-21,52,A               ,37.8,0,       NULL,TA/TO,BB       ,0,2016-12-23,PRT,Transient,0,No Deposit     ,71,Online TA,2,0,0,0,A               ,0,2,1,        242
2016-December-22,52,E               ,65,0,       NULL,Direct,BB       ,1,2016-12-23,PRT,Transient,0,No Deposit     ,8,Direct,2,0,0,0,E               ,0,1,1,       NULL
2016-December-17,51,E               ,34,1,       NULL,TA/TO,BB       ,0,2016-12-23,FRA,Transient,0,No Deposit     ,88,Offline TA/TO,2,0,0,0,A               ,2,4,0,          6
2016-December-22,52,E               ,65,0,       NULL,Direct,BB       ,1,2016-12-23,PRT,Transient,0,No Deposit     ,0,Direct,2,0,0,0,E               ,0,1,0,       NULL
2016-December-19,52,E               ,63,2,       NULL,TA/TO,BB       ,0,2016-12-23,FRA,Transient,0,No Deposit     ,26,Online TA,2,1,0,0,E               ,1,3,2,        240
2016-December-16,51,A               ,42,0,       NULL,TA/TO,BB       ,0,2016-12-23,NLD,Transient,0,No Deposit     ,94,Online TA,2,0,0,0,A               ,2,5,1,        240
2016-December-19,52,E               ,55.11,0,       NULL,TA/TO,BB       ,0,2016-12-23,CHE,Transient,0,No Deposit     ,1,Online TA,2,0,0,0,A               ,1,3,1,        241
2016-December-21,52,A               ,64.8,0,       NULL,TA/TO,BB       ,0,2016-12-23,PRT,Transient,0,No Deposit     ,71,Online TA,3,0,0,0,A               ,0,2,1,        242
2016-December-22,52,A               ,34.4,0,       NULL,TA/TO,BB       ,0,2016-12-24,PRT,Transient,0,No Deposit     ,1,Online TA,1,0,0,0,A               ,0,2,0,        314
2016-December-26,53,A               ,48,0,       NULL,TA/TO,BB       ,0,2016-12-29,PRT,Transient,0,No Deposit     ,5,Online TA,1,0,0,0,A               ,1,2,1,        314
2016-December-14,51,A               ,78,0,       NULL,TA/TO,HB       ,0,2016-12-24,GBR,Transient,0,No Deposit     ,3,Online TA,2,0,0,0,A               ,2,8,1,        242
2016-December-19,52,D               ,66,1,       NULL,TA/TO,BB       ,0,2016-12-24,CHN,Transient,0,No Deposit     ,54,Online TA,2,1,0,0,D               ,1,4,1,        240
2016-December-19,52,A               ,43,0,       NULL,TA/TO,BB       ,0,2016-12-24,CHN,Transient,0,No Deposit     ,54,Online TA,1,0,0,0,A               ,1,4,1,        240
2016-December-23,52,D               ,44,1,        499,Direct,BB       ,0,2016-12-24,BGR,Transient,0,No Deposit     ,3,Direct,1,0,0,0,A               ,0,1,0,        250
2016-December-12,51,D               ,27,1,        154,Corporate,BB       ,0,2016-12-24,PRT,Transient,0,No Deposit     ,3,Corporate,1,0,0,0,A               ,3,9,0,       NULL
2016-December-23,52,H               ,87,2,       NULL,TA/TO,BB       ,0,2016-12-24,MYS,Transient,0,No Deposit     ,83,Online TA,2,0,1,0,H               ,0,1,2,        240
2016-December-23,52,A               ,37.8,3,       NULL,TA/TO,BB       ,0,2016-12-24,MYS,Transient,0,No Deposit     ,83,Online TA,2,0,0,0,A               ,0,1,0,        240
2016-December-23,52,A               ,37.8,3,       NULL,TA/TO,BB       ,0,2016-12-24,MYS,Transient,0,No Deposit     ,83,Online TA,2,0,0,0,A               ,0,1,0,        240
2016-December-23,52,H               ,87,2,       NULL,TA/TO,BB       ,0,2016-12-24,MYS,Transient,0,No Deposit     ,83,Online TA,2,0,1,0,H               ,0,1,2,        240
2016-December-23,52,A               ,37.8,3,       NULL,TA/TO,BB       ,0,2016-12-24,MYS,Transient,0,No Deposit     ,83,Online TA,2,0,0,0,A               ,0,1,0,        240
2016-December-23,52,H               ,87,2,       NULL,TA/TO,BB       ,0,2016-12-24,MYS,Transient,0,No Deposit     ,83,Online TA,2,0,1,0,H               ,0,1,2,        240
2016-December-23,52,E               ,44.64,0,       NULL,TA/TO,BB       ,0,2016-12-24,NLD,Transient,0,No Deposit     ,77,Online TA,2,0,0,0,E               ,0,1,0,        314
2016-December-19,52,A               ,39.8,0,       NULL,TA/TO,BB       ,0,2016-12-24,CHN,Transient-Party,0,No Deposit     ,118,Online TA,2,0,0,0,A               ,1,4,1,        240
2016-December-19,52,E               ,55.8,0,       NULL,TA/TO,BB       ,0,2016-12-24,CHN,Transient-Party,0,No Deposit     ,118,Online TA,2,0,0,0,E               ,1,4,1,        240
2016-December-21,52,D               ,86,0,       NULL,TA/TO,HB       ,0,2016-12-24,PRT,Transient,0,No Deposit     ,7,Online TA,2,0,0,0,D               ,0,3,1,        240
2016-December-23,52,D               ,56,0,       NULL,TA/TO,BB       ,0,2016-12-24,PRT,Transient,0,No Deposit     ,0,Online TA,1,0,0,0,D               ,0,1,1,        240
2016-December-20,52,A               ,31.6,0,       NULL,TA/TO,BB       ,0,2016-12-24,ROU,Transient,0,No Deposit     ,1,Online TA,2,0,0,0,A               ,0,4,1,        241
2016-December-18,52,G               ,78.3,0,       NULL,Direct,BB       ,0,2016-12-24,GBR,Transient,0,No Deposit     ,223,Direct,2,0,2,0,G               ,2,4,1,        250
2016-December-24,52,A               ,101,1,       NULL,Direct,HB       ,0,2016-12-25,FRA,Transient,0,No Deposit     ,5,Direct,2,0,0,0,A               ,0,1,1,       NULL
2016-December-24,52,A               ,65.4,0,       NULL,Direct,HB       ,0,2016-12-25,PRT,Transient,0,No Deposit     ,19,Direct,1,0,0,0,A               ,0,1,0,        250
2016-December-24,52,C               ,61,0,       NULL,Direct,BB       ,0,2016-12-25,PRT,Transient,0,No Deposit     ,2,Direct,2,0,0,0,A               ,0,1,0,        250
